X_Interpolated	Y_Interpolated
581.16232465	2.71185200
582.36472946	2.71127838
583.56713427	2.71070820
584.76953908	2.71014146
585.97194389	2.70957815
587.17434870	2.70901829
588.37675351	2.70846187
589.57915832	2.70790889
590.78156313	2.70735935
591.98396794	2.70681326
593.18637275	2.70627060
594.38877756	2.70573138
595.59118236	2.70519560
596.79358717	2.70466327
597.99599198	2.70413437
599.19839679	2.70360892
600.40080160	2.70308690
601.60320641	2.70256833
602.80561122	2.70205320
604.00801603	2.70154151
605.21042084	2.70103325
606.41282565	2.70052844
607.61523046	2.70002707
608.81763527	2.69952914
610.02004008	2.69903465
611.22244489	2.69854361
612.42484970	2.69805600
613.62725451	2.69757183
614.82965932	2.69709110
616.03206413	2.69661382
617.23446894	2.69613997
618.43687375	2.69566957
619.63927856	2.69520260
620.84168337	2.69473908
622.04408818	2.69427900
623.24649299	2.69382236
624.44889780	2.69336916
625.65130261	2.69291939
626.85370741	2.69247307
628.05611222	2.69203019
629.25851703	2.69159076
630.46092184	2.69115476
631.66332665	2.69072220
632.86573146	2.69029308
634.06813627	2.68986741
635.27054108	2.68944517
636.47294589	2.68902638
637.67535070	2.68861102
638.87775551	2.68819911
640.08016032	2.68779063
641.28256513	2.68738560
642.48496994	2.68698401
643.68737475	2.68658586
644.88977956	2.68619115
646.09218437	2.68579988
647.29458918	2.68541205
648.49699399	2.68502766
649.69939880	2.68464671
650.90180361	2.68426920
652.10420842	2.68389514
653.30661323	2.68352451
654.50901804	2.68315733
655.71142285	2.68279358
656.91382766	2.68243328
658.11623246	2.68207641
659.31863727	2.68172299
660.52104208	2.68137301
661.72344689	2.68102647
662.92585170	2.68068336
664.12825651	2.68034370
665.33066132	2.68000748
666.53306613	2.67967470
667.73547094	2.67934537
668.93787575	2.67901947
670.14028056	2.67869701
671.34268537	2.67837799
672.54509018	2.67806242
673.74749499	2.67775028
674.94989980	2.67744159
676.15230461	2.67713633
677.35470942	2.67683452
678.55711423	2.67653615
679.75951904	2.67624121
680.96192385	2.67594972
682.16432866	2.67566167
683.36673347	2.67537706
684.56913828	2.67509589
685.77154309	2.67481816
686.97394790	2.67454387
688.17635271	2.67427303
689.37875752	2.67400562
