X_Interpolated	Y_Interpolated
440.86573146	0.05905169
441.91583166	0.05631720
442.96593186	0.05366359
444.01603206	0.05109086
445.06613226	0.04859901
446.11623246	0.04618804
447.16633267	0.04385795
448.21643287	0.04160875
449.26653307	0.03944042
450.31663327	0.03735297
451.36673347	0.03534641
452.41683367	0.03342072
453.46693387	0.03157592
454.51703407	0.02981199
455.56713427	0.02812895
456.61723447	0.02652679
457.66733467	0.02500551
458.71743487	0.02356510
459.76753507	0.02220558
460.81763527	0.02092694
461.86773547	0.01972918
462.91783567	0.01861231
463.96793587	0.01757631
465.01803607	0.01662119
466.06813627	0.01574695
467.11823647	0.01495360
468.16833667	0.01424112
469.21843687	0.01360953
470.26853707	0.01305881
471.31863727	0.01258898
472.36873747	0.01220003
473.41883768	0.01189196
474.46893788	0.01166476
475.51903808	0.01149574
476.56913828	0.01133062
477.61923848	0.01116705
478.66933868	0.01100503
479.71943888	0.01084456
480.76953908	0.01068564
481.81963928	0.01052828
482.86973948	0.01037246
483.91983968	0.01021820
484.96993988	0.01006549
486.02004008	0.00991433
487.07014028	0.00976472
488.12024048	0.00961667
489.17034068	0.00947016
490.22044088	0.00932521
491.27054108	0.00918181
492.32064128	0.00903996
493.37074148	0.00889966
494.42084168	0.00876091
495.47094188	0.00862372
496.52104208	0.00848807
497.57114228	0.00835398
498.62124248	0.00822144
499.67134269	0.00809045
500.72144289	0.00796101
501.77154309	0.00783312
502.82164329	0.00770679
503.87174349	0.00758200
504.92184369	0.00745877
505.97194389	0.00733709
507.02204409	0.00721696
508.07214429	0.00709838
509.12224449	0.00698136
510.17234469	0.00686588
511.22244489	0.00675196
512.27254509	0.00663959
513.32264529	0.00652877
514.37274549	0.00641950
515.42284569	0.00631178
516.47294589	0.00620562
517.52304609	0.00610100
518.57314629	0.00599794
519.62324649	0.00589643
520.67334669	0.00579647
521.72344689	0.00569806
522.77354709	0.00560120
523.82364729	0.00550590
524.87374749	0.00541215
525.92384770	0.00531994
526.97394790	0.00522929
528.02404810	0.00514019
529.07414830	0.00505265
530.12424850	0.00496665
531.17434870	0.00488221
532.22444890	0.00479931
533.27454910	0.00471797
534.32464930	0.00463818
535.37474950	0.00455994
536.42484970	0.00448326
537.47494990	0.00440812
538.52505010	0.00433454
539.57515030	0.00426234
540.62525050	0.00419069
541.67535070	0.00411948
542.72545090	0.00404872
543.77555110	0.00397839
544.82565130	0.00390851
545.87575150	0.00383906
546.92585170	0.00377005
547.97595190	0.00370149
549.02605210	0.00363336
550.07615230	0.00356567
551.12625251	0.00349843
552.17635271	0.00343162
553.22645291	0.00336526
554.27655311	0.00329933
555.32665331	0.00323384
556.37675351	0.00316880
557.42685371	0.00310419
558.47695391	0.00304002
559.52705411	0.00297630
560.57715431	0.00291301
561.62725451	0.00285016
562.67735471	0.00278776
563.72745491	0.00272579
564.77755511	0.00266427
565.82765531	0.00260318
566.87775551	0.00254253
567.92785571	0.00248233
568.97795591	0.00242256
570.02805611	0.00236323
571.07815631	0.00230435
572.12825651	0.00224590
573.17835671	0.00218789
574.22845691	0.00213033
575.27855711	0.00207320
576.32865731	0.00201651
577.37875752	0.00196027
578.42885772	0.00190446
579.47895792	0.00184909
580.52905812	0.00179417
581.57915832	0.00173968
582.62925852	0.00168563
583.67935872	0.00163203
584.72945892	0.00157886
585.77955912	0.00152614
586.82965932	0.00147385
587.87975952	0.00142200
588.92985972	0.00137060
589.97995992	0.00131963
591.03006012	0.00126910
592.08016032	0.00121902
593.13026052	0.00116937
594.18036072	0.00112016
595.23046092	0.00107140
596.28056112	0.00102307
597.33066132	0.00097518
598.38076152	0.00092774
599.43086172	0.00088073
600.48096192	0.00083416
601.53106212	0.00078804
602.58116232	0.00074235
603.63126253	0.00069710
604.68136273	0.00065230
605.73146293	0.00060793
606.78156313	0.00056400
607.83166333	0.00052052
608.88176353	0.00047747
609.93186373	0.00043486
610.98196393	0.00039270
612.03206413	0.00035097
613.08216433	0.00030968
614.13226453	0.00026884
615.18236473	0.00022843
616.23246493	0.00018846
617.28256513	0.00014894
618.33266533	0.00010985
619.38276553	0.00007120
620.43286573	0.00003299
621.48296593	-0.00000477
622.53306613	-0.00004210
623.58316633	-0.00007899
624.63326653	-0.00011543
625.68336673	-0.00015144
626.73346693	-0.00018701
627.78356713	-0.00022213
628.83366733	-0.00025682
629.88376754	-0.00029107
630.93386774	-0.00032487
631.98396794	-0.00035824
633.03406814	-0.00039117
634.08416834	-0.00042365
635.13426854	-0.00045570
636.18436874	-0.00048731
637.23446894	-0.00051847
638.28456914	-0.00054920
639.33466934	-0.00057949
640.38476954	-0.00060934
641.43486974	-0.00063874
642.48496994	-0.00066771
643.53507014	-0.00069624
644.58517034	-0.00072432
645.63527054	-0.00075197
646.68537074	-0.00077918
647.73547094	-0.00080594
648.78557114	-0.00083227
649.83567134	-0.00085816
650.88577154	-0.00088361
651.93587174	-0.00090861
652.98597194	-0.00093318
654.03607214	-0.00095731
655.08617234	-0.00098099
656.13627255	-0.00100424
657.18637275	-0.00102705
658.23647295	-0.00104941
659.28657315	-0.00107134
660.33667335	-0.00109283
661.38677355	-0.00111388
662.43687375	-0.00113448
663.48697395	-0.00115465
664.53707415	-0.00117438
665.58717435	-0.00119366
666.63727455	-0.00121251
667.68737475	-0.00123092
668.73747495	-0.00124889
669.78757515	-0.00126641
670.83767535	-0.00128350
671.88777555	-0.00130015
672.93787575	-0.00131635
673.98797595	-0.00133212
675.03807615	-0.00134745
676.08817635	-0.00136234
677.13827655	-0.00137678
678.18837675	-0.00139079
679.23847695	-0.00140436
680.28857715	-0.00141748
681.33867735	-0.00143017
682.38877756	-0.00144242
683.43887776	-0.00145423
684.48897796	-0.00146559
685.53907816	-0.00147652
686.58917836	-0.00148701
687.63927856	-0.00149705
688.68937876	-0.00150666
689.73947896	-0.00151583
690.78957916	-0.00152456
691.83967936	-0.00153284
692.88977956	-0.00154069
693.93987976	-0.00154810
694.98997996	-0.00155507
696.04008016	-0.00156159
697.09018036	-0.00156768
698.14028056	-0.00157333
699.19038076	-0.00157853
700.24048096	-0.00158330
701.29058116	-0.00158763
702.34068136	-0.00159152
703.39078156	-0.00159496
704.44088176	-0.00159797
705.49098196	-0.00160054
706.54108216	-0.00160267
707.59118236	-0.00160435
708.64128257	-0.00160560
709.69138277	-0.00160641
710.74148297	-0.00160678
711.79158317	-0.00160670
712.84168337	-0.00160619
713.89178357	-0.00160524
714.94188377	-0.00160385
715.99198397	-0.00160201
717.04208417	-0.00159974
718.09218437	-0.00159703
719.14228457	-0.00159388
720.19238477	-0.00159028
721.24248497	-0.00158625
722.29258517	-0.00158178
723.34268537	-0.00157687
724.39278557	-0.00157151
725.44288577	-0.00156572
726.49298597	-0.00155949
727.54308617	-0.00155282
728.59318637	-0.00154570
729.64328657	-0.00153815
730.69338677	-0.00153016
731.74348697	-0.00152173
732.79358717	-0.00151285
733.84368737	-0.00150354
734.89378758	-0.00149379
735.94388778	-0.00148360
736.99398798	-0.00147296
738.04408818	-0.00146189
739.09418838	-0.00145038
740.14428858	-0.00143843
741.19438878	-0.00142603
742.24448898	-0.00141320
743.29458918	-0.00139993
744.34468938	-0.00138622
745.39478958	-0.00137206
746.44488978	-0.00135747
747.49498998	-0.00134244
748.54509018	-0.00132697
749.59519038	-0.00131105
750.64529058	-0.00129470
751.69539078	-0.00127791
752.74549098	-0.00126068
753.79559118	-0.00124301
754.84569138	-0.00122489
755.89579158	-0.00120634
756.94589178	-0.00118735
757.99599198	-0.00116792
759.04609218	-0.00114804
760.09619238	-0.00112773
761.14629259	-0.00110698
762.19639279	-0.00108579
763.24649299	-0.00106415
764.29659319	-0.00104208
765.34669339	-0.00101957
766.39679359	-0.00099662
767.44689379	-0.00097323
768.49699399	-0.00094939
769.54709419	-0.00092512
770.59719439	-0.00090041
771.64729459	-0.00087526
772.69739479	-0.00084966
773.74749499	-0.00082363
774.79759519	-0.00079716
775.84769539	-0.00077025
776.89779559	-0.00074290
777.94789579	-0.00071510
778.99799599	-0.00068687
780.04809619	-0.00065820
781.09819639	-0.00062909
782.14829659	-0.00059954
783.19839679	-0.00056954
784.24849699	-0.00053911
785.29859719	-0.00050824
786.34869739	-0.00047693
787.39879760	-0.00044517
788.44889780	-0.00041298
789.49899800	-0.00038035
790.54909820	-0.00034728
791.59919840	-0.00031377
792.64929860	-0.00027981
793.69939880	-0.00024542
794.74949900	-0.00021059
795.79959920	-0.00017532
796.84969940	-0.00013961
797.89979960	-0.00010345
798.94989980	-0.00006686
800.00000000	-0.00002983
