Eje_X_Distancia Banda_1 Banda_2 Banda_3
4.56831146e+00 -2.37152899e-02 1.99778420e+00 3.76646215e+00
4.58236781e+00 -2.86449721e-02 2.00487365e+00 3.76482820e+00
4.59642415e+00 -3.36764527e-02 2.01211009e+00 3.76316338e+00
4.61048049e+00 -3.88037399e-02 2.01948466e+00 3.76147024e+00
4.62453684e+00 -4.40208977e-02 2.02698846e+00 3.75975138e+00
4.63859318e+00 -4.93220560e-02 2.03461263e+00 3.75800943e+00
4.65264952e+00 -5.47014194e-02 2.04234832e+00 3.75624708e+00
4.66670587e+00 -6.01532748e-02 2.05018673e+00 3.75446707e+00
4.68076221e+00 -6.56719991e-02 2.05811910e+00 3.75267218e+00
4.69481855e+00 -7.12520654e-02 2.06613671e+00 3.75086524e+00
4.70887489e+00 -7.68880488e-02 2.07423092e+00 3.74904911e+00
4.72293124e+00 -8.25746313e-02 2.08239315e+00 3.74722669e+00
4.73698758e+00 -8.83066062e-02 2.09061488e+00 3.74540092e+00
4.75104392e+00 -9.40788818e-02 2.09888768e+00 3.74357478e+00
4.76510027e+00 -9.98864846e-02 2.10720322e+00 3.74175127e+00
4.77915661e+00 -1.05724562e-01 2.11555325e+00 3.73993343e+00
4.79321295e+00 -1.11588383e-01 2.12392962e+00 3.73812432e+00
4.80726930e+00 -1.17473343e-01 2.13232427e+00 3.73632701e+00
4.82132564e+00 -1.23374962e-01 2.14072927e+00 3.73454460e+00
4.83538198e+00 -1.29288887e-01 2.14913678e+00 3.73278021e+00
4.84943832e+00 -1.35210891e-01 2.15753911e+00 3.73103695e+00
4.86349467e+00 -1.41136874e-01 2.16592866e+00 3.72931795e+00
4.87755101e+00 -1.47062864e-01 2.17429798e+00 3.72762633e+00
4.89160735e+00 -1.52985015e-01 2.18263973e+00 3.72596522e+00
4.90566370e+00 -1.58899606e-01 2.19094672e+00 3.72433771e+00
4.91972004e+00 -1.64803042e-01 2.19921191e+00 3.72274692e+00
