Eje_X_Distancia Banda_1 Banda_2 Banda_3
8.03611892e+00 -4.48523664e-01 2.51950480e+00 3.34584084e+00
8.06046522e+00 -4.43726267e-01 2.52769924e+00 3.34051680e+00
8.08481152e+00 -4.38823112e-01 2.53589914e+00 3.33508666e+00
8.10915782e+00 -4.33815395e-01 2.54410086e+00 3.32955184e+00
8.13350412e+00 -4.28704472e-01 2.55230076e+00 3.32391393e+00
8.15785042e+00 -4.23491856e-01 2.56049520e+00 3.31817468e+00
8.18219672e+00 -4.18179220e-01 2.56868052e+00 3.31233600e+00
8.20654302e+00 -4.12768402e-01 2.57685309e+00 3.30639995e+00
8.23088932e+00 -4.07261401e-01 2.58500928e+00 3.30036877e+00
8.25523562e+00 -4.01660384e-01 2.59314546e+00 3.29424487e+00
8.27958192e+00 -3.95967683e-01 2.60125802e+00 3.28803079e+00
8.30392822e+00 -3.90185799e-01 2.60934334e+00 3.28172929e+00
8.32827452e+00 -3.84317403e-01 2.61739784e+00 3.27534325e+00
8.35262082e+00 -3.78365334e-01 2.62541793e+00 3.26887575e+00
8.37696712e+00 -3.72332603e-01 2.63340005e+00 3.26233003e+00
8.40131342e+00 -3.66222391e-01 2.64134065e+00 3.25570950e+00
8.42565972e+00 -3.60038050e-01 2.64923620e+00 3.24901773e+00
8.45000602e+00 -3.53783104e-01 2.65708319e+00 3.24225848e+00
8.47435232e+00 -3.47461249e-01 2.66487814e+00 3.23543566e+00
8.49869862e+00 -3.41076350e-01 2.67261756e+00 3.22855337e+00
8.52304492e+00 -3.34632442e-01 2.68029804e+00 3.22161586e+00
8.54739122e+00 -3.28133731e-01 2.68791615e+00 3.21462755e+00
8.57173753e+00 -3.21584589e-01 2.69546850e+00 3.20759304e+00
8.59608383e+00 -3.14989557e-01 2.70295174e+00 3.20051708e+00
8.62043013e+00 -3.08353338e-01 2.71036254e+00 3.19340459e+00
8.64477643e+00 -3.01680800e-01 2.71769761e+00 3.18626065e+00
8.66912273e+00 -2.94976971e-01 2.72495368e+00 3.17909049e+00
8.69346903e+00 -2.88247036e-01 2.73212754e+00 3.17189951e+00
8.71781533e+00 -2.81496337e-01 2.73921599e+00 3.16469325e+00
8.74216163e+00 -2.74730365e-01 2.74621587e+00 3.15747742e+00
8.76650793e+00 -2.67954759e-01 2.75312409e+00 3.15025784e+00
8.79085423e+00 -2.61175303e-01 2.75993756e+00 3.14304050e+00
8.81520053e+00 -2.54397919e-01 2.76665327e+00 3.13583151e+00
8.83954683e+00 -2.47628661e-01 2.77326821e+00 3.12863713e+00
8.86389313e+00 -2.40873713e-01 2.77977946e+00 3.12146372e+00
8.88823943e+00 -2.34139383e-01 2.78618412e+00 3.11431778e+00
8.91258573e+00 -2.27432090e-01 2.79247934e+00 3.10720591e+00
8.93693203e+00 -2.20758367e-01 2.79866232e+00 3.10013482e+00
8.96127833e+00 -2.14124844e-01 2.80473031e+00 3.09311133e+00
8.98562463e+00 -2.07538248e-01 2.81068063e+00 3.08614232e+00
9.00997093e+00 -2.01005387e-01 2.81651061e+00 3.07923478e+00
9.03431723e+00 -1.94533148e-01 2.82221767e+00 3.07239577e+00
9.05866353e+00 -1.88128482e-01 2.82779928e+00 3.06563238e+00
9.08300983e+00 -1.81798397e-01 2.83325295e+00 3.05895181e+00
9.10735613e+00 -1.75549946e-01 2.83857626e+00 3.05236124e+00
9.13170243e+00 -1.69390214e-01 2.84376683e+00 3.04586792e+00
9.15604873e+00 -1.63326309e-01 2.84882237e+00 3.03947911e+00
9.18039503e+00 -1.57365350e-01 2.85374063e+00 3.03320207e+00
9.20474133e+00 -1.51514449e-01 2.85851941e+00 3.02704405e+00
9.22908763e+00 -1.45780704e-01 2.86315660e+00 3.02101228e+00
9.25343393e+00 -1.40171179e-01 2.86765014e+00 3.01511397e+00
9.27778023e+00 -1.34692897e-01 2.87199802e+00 3.00935626e+00
9.30212653e+00 -1.29352815e-01 2.87619831e+00 3.00374624e+00
9.32647283e+00 -1.24157818e-01 2.88024915e+00 2.99829091e+00
9.35081913e+00 -1.19114699e-01 2.88414874e+00 2.99299717e+00
9.37516543e+00 -1.14230143e-01 2.88789534e+00 2.98787183e+00
9.39951173e+00 -1.09510711e-01 2.89148728e+00 2.98292155e+00
9.42385803e+00 -1.04962827e-01 2.89492298e+00 2.97815287e+00
9.44820433e+00 -1.00592756e-01 2.89820090e+00 2.97357213e+00
9.47255063e+00 -9.64065904e-02 2.90131958e+00 2.96918554e+00
9.49689693e+00 -9.24102331e-02 2.90427764e+00 2.96499907e+00
9.52124323e+00 -8.86093816e-02 2.90707376e+00 2.96101852e+00
9.54558953e+00 -8.50095108e-02 2.90970671e+00 2.95724944e+00
9.56993583e+00 -8.16158572e-02 2.91217531e+00 2.95369714e+00
9.59428213e+00 -7.84334036e-02 2.91447846e+00 2.95036666e+00
9.61862843e+00 -7.54668635e-02 2.91661514e+00 2.94726281e+00
9.64297473e+00 -7.27206667e-02 2.91858439e+00 2.94439005e+00
9.66732103e+00 -7.01989450e-02 2.92038536e+00 2.94175259e+00
9.69166733e+00 -6.79055192e-02 2.92201722e+00 2.93935428e+00
9.71601363e+00 -6.58438864e-02 2.92347927e+00 2.93719869e+00
9.74035993e+00 -6.40172085e-02 2.92477084e+00 2.93528901e+00
9.76470623e+00 -6.24283015e-02 2.92589136e+00 2.93362809e+00
9.78905253e+00 -6.10796261e-02 2.92684034e+00 2.93221842e+00
9.81339883e+00 -5.99732789e-02 2.92761736e+00 2.93106214e+00
9.83774514e+00 -5.91109855e-02 2.92822206e+00 2.93016098e+00
9.86209144e+00 -5.84940944e-02 2.92865419e+00 2.92951632e+00
9.88643774e+00 -5.81235721e-02 2.92891354e+00 2.92912913e+00
9.91078404e+00 -5.80000000e-02 2.92900000e+00 2.92900000e+00
